Date,Category,Sub_Category,Product_Name,Price,Source
4/1/2025,Furniture,Sofa Sets,3 seater,95368.74,Urbanladder.com
5/1/2025,Furniture,Sofa Sets,3 seater,96800.48,Urbanladder.com
6/1/2025,Furniture,Sofa Sets,3 seater,95245.9,Urbanladder.com
7/1/2025,Furniture,Sofa Sets,3 seater,93670.24,Urbanladder.com
8/1/2025,Furniture,Sofa Sets,3 seater,92432.68,Urbanladder.com
9/1/2025,Furniture,Sofa Sets,3 seater,93208.93,Urbanladder.com
10/1/2025,Furniture,Sofa Sets,3 seater,94506.5,Urbanladder.com
11/1/2025,Furniture,Sofa Sets,3 seater,93476.16,Urbanladder.com
12/1/2025,Furniture,Sofa Sets,3 seater,95740.44,Urbanladder.com
1/1/2026,Furniture,Sofa Sets,3 seater,97166.24,Urbanladder.com
2/1/2026,Furniture,Sofa Sets,3 seater,101302.3,Urbanladder.com
3/1/2026,Furniture,Sofa Sets,3 seater,101217.32,Urbanladder.com
4/1/2026,Furniture,Sofa Sets,3 seater,101000.45,Urbanladder.com
5/1/2026,Furniture,Sofa Sets,3 seater,102026.53,Urbanladder.com
6/1/2026,Furniture,Sofa Sets,3 seater,103826.58,Urbanladder.com
1/1/2022,Furniture,Recliner Sofas,3 seater,155205.49,Urbanladder.com
2/1/2022,Furniture,Recliner Sofas,3 seater,163033.65,Urbanladder.com
3/1/2022,Furniture,Recliner Sofas,3 seater,165879.14,Urbanladder.com
4/1/2022,Furniture,Recliner Sofas,3 seater,165635.62,Urbanladder.com
5/1/2022,Furniture,Recliner Sofas,3 seater,169005.66,Urbanladder.com
6/1/2022,Furniture,Recliner Sofas,3 seater,164221.46,Urbanladder.com
7/1/2022,Furniture,Recliner Sofas,3 seater,164042.86,Urbanladder.com
8/1/2022,Furniture,Recliner Sofas,3 seater,167704.22,Urbanladder.com
9/1/2022,Furniture,Recliner Sofas,3 seater,162813.3,Urbanladder.com
10/1/2022,Furniture,Recliner Sofas,3 seater,162051.98,Urbanladder.com
11/1/2022,Furniture,Recliner Sofas,3 seater,162042.88,Urbanladder.com
12/1/2022,Furniture,Recliner Sofas,3 seater,168782.23,Urbanladder.com
1/1/2023,Furniture,Recliner Sofas,3 seater,171234.6,Urbanladder.com
2/1/2023,Furniture,Recliner Sofas,3 seater,174609.85,Urbanladder.com
3/1/2023,Furniture,Recliner Sofas,3 seater,178214.04,Urbanladder.com
4/1/2023,Furniture,Recliner Sofas,3 seater,178656.45,Urbanladder.com
5/1/2023,Furniture,Recliner Sofas,3 seater,179909.09,Urbanladder.com
6/1/2023,Furniture,Recliner Sofas,3 seater,180314.21,Urbanladder.com
7/1/2023,Furniture,Recliner Sofas,3 seater,181109.87,Urbanladder.com
8/1/2023,Furniture,Recliner Sofas,3 seater,177026.57,Urbanladder.com
9/1/2023,Furniture,Recliner Sofas,3 seater,177308.95,Urbanladder.com
10/1/2023,Furniture,Recliner Sofas,3 seater,179471,Urbanladder.com
11/1/2023,Furniture,Recliner Sofas,3 seater,178432.96,Urbanladder.com
12/1/2023,Furniture,Recliner Sofas,3 seater,181567.48,Urbanladder.com
1/1/2024,Furniture,Recliner Sofas,3 seater,186657.35,Urbanladder.com
2/1/2024,Furniture,Recliner Sofas,3 seater,190273.26,Urbanladder.com
3/1/2024,Furniture,Recliner Sofas,3 seater,193047.82,Urbanladder.com
4/1/2024,Furniture,Recliner Sofas,3 seater,195557.22,Urbanladder.com
5/1/2024,Furniture,Recliner Sofas,3 seater,196453.99,Urbanladder.com
6/1/2024,Furniture,Recliner Sofas,3 seater,196436.19,Urbanladder.com
7/1/2024,Furniture,Recliner Sofas,3 seater,191563.03,Urbanladder.com
8/1/2024,Furniture,Recliner Sofas,3 seater,188756.1,Urbanladder.com
9/1/2024,Furniture,Recliner Sofas,3 seater,190418,Urbanladder.com
10/1/2024,Furniture,Recliner Sofas,3 seater,190421.82,Urbanladder.com
11/1/2024,Furniture,Recliner Sofas,3 seater,193189.19,Urbanladder.com
12/1/2024,Furniture,Recliner Sofas,3 seater,195624.71,Urbanladder.com
1/1/2025,Furniture,Recliner Sofas,3 seater,197987.95,Urbanladder.com
2/1/2025,Furniture,Recliner Sofas,3 seater,205774.43,Urbanladder.com
3/1/2025,Furniture,Recliner Sofas,3 seater,207414.63,Urbanladder.com
4/1/2025,Furniture,Recliner Sofas,3 seater,209812.36,Urbanladder.com
5/1/2025,Furniture,Recliner Sofas,3 seater,212962.22,Urbanladder.com
6/1/2025,Furniture,Recliner Sofas,3 seater,209542.12,Urbanladder.com
7/1/2025,Furniture,Recliner Sofas,3 seater,206075.64,Urbanladder.com
8/1/2025,Furniture,Recliner Sofas,3 seater,203353.01,Urbanladder.com
9/1/2025,Furniture,Recliner Sofas,3 seater,205060.77,Urbanladder.com
10/1/2025,Furniture,Recliner Sofas,3 seater,207915.44,Urbanladder.com
11/1/2025,Furniture,Recliner Sofas,3 seater,205648.68,Urbanladder.com
12/1/2025,Furniture,Recliner Sofas,3 seater,210630.11,Urbanladder.com
1/1/2026,Furniture,Recliner Sofas,3 seater,213766.9,Urbanladder.com
2/1/2026,Furniture,Recliner Sofas,3 seater,222866.29,Urbanladder.com
3/1/2026,Furniture,Recliner Sofas,3 seater,222679.32,Urbanladder.com
4/1/2026,Furniture,Recliner Sofas,3 seater,222202.2,Urbanladder.com
5/1/2026,Furniture,Recliner Sofas,3 seater,224459.58,Urbanladder.com
6/1/2026,Furniture,Recliner Sofas,3 seater,228419.72,Urbanladder.com
1/1/2022,Furniture,Sofa Sets,3 seater,35273.43,Urbanladder.com
2/1/2022,Furniture,Sofa Sets,3 seater,37052.53,Urbanladder.com
3/1/2022,Furniture,Sofa Sets,3 seater,37699.22,Urbanladder.com
4/1/2022,Furniture,Sofa Sets,3 seater,37643.88,Urbanladder.com
5/1/2022,Furniture,Sofa Sets,3 seater,38409.78,Urbanladder.com
6/1/2022,Furniture,Sofa Sets,3 seater,37322.48,Urbanladder.com
7/1/2022,Furniture,Sofa Sets,3 seater,37281.89,Urbanladder.com
8/1/2022,Furniture,Sofa Sets,3 seater,38114.01,Urbanladder.com
9/1/2022,Furniture,Sofa Sets,3 seater,37002.45,Urbanladder.com
10/1/2022,Furniture,Sofa Sets,3 seater,36829.43,Urbanladder.com
11/1/2022,Furniture,Sofa Sets,3 seater,36827.36,Urbanladder.com
12/1/2022,Furniture,Sofa Sets,3 seater,38359.01,Urbanladder.com
1/1/2023,Furniture,Sofa Sets,3 seater,38916.35,Urbanladder.com
2/1/2023,Furniture,Sofa Sets,3 seater,39683.44,Urbanladder.com
3/1/2023,Furniture,Sofa Sets,3 seater,40502.56,Urbanladder.com
4/1/2023,Furniture,Sofa Sets,3 seater,40603.11,Urbanladder.com
5/1/2023,Furniture,Sofa Sets,3 seater,40887.8,Urbanladder.com
6/1/2023,Furniture,Sofa Sets,3 seater,40979.87,Urbanladder.com
7/1/2023,Furniture,Sofa Sets,3 seater,41160.7,Urbanladder.com
8/1/2023,Furniture,Sofa Sets,3 seater,40232.69,Urbanladder.com
9/1/2023,Furniture,Sofa Sets,3 seater,40296.87,Urbanladder.com
10/1/2023,Furniture,Sofa Sets,3 seater,40788.23,Urbanladder.com
11/1/2023,Furniture,Sofa Sets,3 seater,40552.32,Urbanladder.com
12/1/2023,Furniture,Sofa Sets,3 seater,41264.7,Urbanladder.com
1/1/2024,Furniture,Sofa Sets,3 seater,42421.47,Urbanladder.com
2/1/2024,Furniture,Sofa Sets,3 seater,43243.25,Urbanladder.com
3/1/2024,Furniture,Sofa Sets,3 seater,43873.83,Urbanladder.com
4/1/2024,Furniture,Sofa Sets,3 seater,44444.14,Urbanladder.com
5/1/2024,Furniture,Sofa Sets,3 seater,44647.94,Urbanladder.com
6/1/2024,Furniture,Sofa Sets,3 seater,44643.9,Urbanladder.com
7/1/2024,Furniture,Sofa Sets,3 seater,43536.38,Urbanladder.com
8/1/2024,Furniture,Sofa Sets,3 seater,42898.45,Urbanladder.com
9/1/2024,Furniture,Sofa Sets,3 seater,43276.15,Urbanladder.com
10/1/2024,Furniture,Sofa Sets,3 seater,43277.02,Urbanladder.com
11/1/2024,Furniture,Sofa Sets,3 seater,43905.96,Urbanladder.com
12/1/2024,Furniture,Sofa Sets,3 seater,44459.47,Urbanladder.com
1/1/2025,Furniture,Sofa Sets,3 seater,44996.57,Urbanladder.com
2/1/2025,Furniture,Sofa Sets,3 seater,46766.19,Urbanladder.com
3/1/2025,Furniture,Sofa Sets,3 seater,47138.96,Urbanladder.com
4/1/2025,Furniture,Sofa Sets,3 seater,47683.89,Urbanladder.com
5/1/2025,Furniture,Sofa Sets,3 seater,48399.76,Urbanladder.com
6/1/2025,Furniture,Sofa Sets,3 seater,47622.47,Urbanladder.com
7/1/2025,Furniture,Sofa Sets,3 seater,46834.65,Urbanladder.com
8/1/2025,Furniture,Sofa Sets,3 seater,46215.88,Urbanladder.com
9/1/2025,Furniture,Sofa Sets,3 seater,46604,Urbanladder.com
10/1/2025,Furniture,Sofa Sets,3 seater,47252.78,Urbanladder.com
11/1/2025,Furniture,Sofa Sets,3 seater,46737.61,Urbanladder.com
12/1/2025,Furniture,Sofa Sets,3 seater,47869.74,Urbanladder.com
1/1/2026,Furniture,Sofa Sets,3 seater,48582.64,Urbanladder.com
2/1/2026,Furniture,Sofa Sets,3 seater,50650.65,Urbanladder.com
3/1/2026,Furniture,Sofa Sets,3 seater,50608.15,Urbanladder.com
4/1/2026,Furniture,Sofa Sets,3 seater,50499.72,Urbanladder.com
5/1/2026,Furniture,Sofa Sets,3 seater,51012.75,Urbanladder.com
6/1/2026,Furniture,Sofa Sets,3 seater,51912.77,Urbanladder.com
1/1/2022,Furniture,Sofa Sets,3 seater,19752.81,Urbanladder.com
2/1/2022,Furniture,Sofa Sets,3 seater,20749.09,Urbanladder.com
3/1/2022,Furniture,Sofa Sets,3 seater,21111.23,Urbanladder.com
4/1/2022,Furniture,Sofa Sets,3 seater,21080.24,Urbanladder.com
5/1/2022,Furniture,Sofa Sets,3 seater,21509.14,Urbanladder.com
6/1/2022,Furniture,Sofa Sets,3 seater,20900.26,Urbanladder.com
7/1/2022,Furniture,Sofa Sets,3 seater,20877.53,Urbanladder.com
8/1/2022,Furniture,Sofa Sets,3 seater,21343.51,Urbanladder.com
9/1/2022,Furniture,Sofa Sets,3 seater,20721.05,Urbanladder.com
10/1/2022,Furniture,Sofa Sets,3 seater,20624.15,Urbanladder.com
11/1/2022,Furniture,Sofa Sets,3 seater,20623,Urbanladder.com
12/1/2022,Furniture,Sofa Sets,3 seater,21480.71,Urbanladder.com
1/1/2023,Furniture,Sofa Sets,3 seater,21792.82,Urbanladder.com
2/1/2023,Furniture,Sofa Sets,3 seater,22222.38,Urbanladder.com
3/1/2023,Furniture,Sofa Sets,3 seater,22681.08,Urbanladder.com
4/1/2023,Furniture,Sofa Sets,3 seater,22737.38,Urbanladder.com
5/1/2023,Furniture,Sofa Sets,3 seater,22896.81,Urbanladder.com
6/1/2023,Furniture,Sofa Sets,3 seater,22948.37,Urbanladder.com
7/1/2023,Furniture,Sofa Sets,3 seater,23049.63,Urbanladder.com
8/1/2023,Furniture,Sofa Sets,3 seater,22529.95,Urbanladder.com
9/1/2023,Furniture,Sofa Sets,3 seater,22565.89,Urbanladder.com
10/1/2023,Furniture,Sofa Sets,3 seater,22841.05,Urbanladder.com
11/1/2023,Furniture,Sofa Sets,3 seater,22708.94,Urbanladder.com
12/1/2023,Furniture,Sofa Sets,3 seater,23107.87,Urbanladder.com
1/1/2024,Furniture,Sofa Sets,3 seater,23755.65,Urbanladder.com
2/1/2024,Furniture,Sofa Sets,3 seater,24215.84,Urbanladder.com
3/1/2024,Furniture,Sofa Sets,3 seater,24568.96,Urbanladder.com
4/1/2024,Furniture,Sofa Sets,3 seater,24888.32,Urbanladder.com
5/1/2024,Furniture,Sofa Sets,3 seater,25002.46,Urbanladder.com
6/1/2024,Furniture,Sofa Sets,3 seater,25000.19,Urbanladder.com
7/1/2024,Furniture,Sofa Sets,3 seater,24379.99,Urbanladder.com
8/1/2024,Furniture,Sofa Sets,3 seater,24022.75,Urbanladder.com
9/1/2024,Furniture,Sofa Sets,3 seater,24234.26,Urbanladder.com
10/1/2024,Furniture,Sofa Sets,3 seater,24234.75,Urbanladder.com
11/1/2024,Furniture,Sofa Sets,3 seater,24586.95,Urbanladder.com
12/1/2024,Furniture,Sofa Sets,3 seater,24896.91,Urbanladder.com
1/1/2025,Furniture,Sofa Sets,3 seater,25197.68,Urbanladder.com
2/1/2025,Furniture,Sofa Sets,3 seater,26188.66,Urbanladder.com
3/1/2025,Furniture,Sofa Sets,3 seater,26397.4,Urbanladder.com
4/1/2025,Furniture,Sofa Sets,3 seater,26702.56,Urbanladder.com
5/1/2025,Furniture,Sofa Sets,3 seater,27103.44,Urbanladder.com
6/1/2025,Furniture,Sofa Sets,3 seater,26668.17,Urbanladder.com
7/1/2025,Furniture,Sofa Sets,3 seater,26226.99,Urbanladder.com
8/1/2025,Furniture,Sofa Sets,3 seater,25880.49,Urbanladder.com
9/1/2025,Furniture,Sofa Sets,3 seater,26097.83,Urbanladder.com
10/1/2025,Furniture,Sofa Sets,3 seater,26461.14,Urbanladder.com
11/1/2025,Furniture,Sofa Sets,3 seater,26172.65,Urbanladder.com
12/1/2025,Furniture,Sofa Sets,3 seater,26806.63,Urbanladder.com
1/1/2026,Furniture,Sofa Sets,3 seater,27205.85,Urbanladder.com
2/1/2026,Furniture,Sofa Sets,3 seater,28363.92,Urbanladder.com
3/1/2026,Furniture,Sofa Sets,3 seater,28340.12,Urbanladder.com
4/1/2026,Furniture,Sofa Sets,3 seater,28279.4,Urbanladder.com
5/1/2026,Furniture,Sofa Sets,3 seater,28566.69,Urbanladder.com
6/1/2026,Furniture,Sofa Sets,3 seater,29070.69,Urbanladder.com
1/1/2022,Furniture,Sofa Sets,3 seater,19752.81,Urbanladder.com
2/1/2022,Furniture,Sofa Sets,3 seater,20749.09,Urbanladder.com
3/1/2022,Furniture,Sofa Sets,3 seater,21111.23,Urbanladder.com
4/1/2022,Furniture,Sofa Sets,3 seater,21080.24,Urbanladder.com
5/1/2022,Furniture,Sofa Sets,3 seater,21509.14,Urbanladder.com
6/1/2022,Furniture,Sofa Sets,3 seater,20900.26,Urbanladder.com
7/1/2022,Furniture,Sofa Sets,3 seater,20877.53,Urbanladder.com
8/1/2022,Furniture,Sofa Sets,3 seater,21343.51,Urbanladder.com
9/1/2022,Furniture,Sofa Sets,3 seater,20721.05,Urbanladder.com
10/1/2022,Furniture,Sofa Sets,3 seater,20624.15,Urbanladder.com
11/1/2022,Furniture,Sofa Sets,3 seater,20623,Urbanladder.com
12/1/2022,Furniture,Sofa Sets,3 seater,21480.71,Urbanladder.com
1/1/2023,Furniture,Sofa Sets,3 seater,21792.82,Urbanladder.com
2/1/2023,Furniture,Sofa Sets,3 seater,22222.38,Urbanladder.com
3/1/2023,Furniture,Sofa Sets,3 seater,22681.08,Urbanladder.com
4/1/2023,Furniture,Sofa Sets,3 seater,22737.38,Urbanladder.com
5/1/2023,Furniture,Sofa Sets,3 seater,22896.81,Urbanladder.com
6/1/2023,Furniture,Sofa Sets,3 seater,22948.37,Urbanladder.com
7/1/2023,Furniture,Sofa Sets,3 seater,23049.63,Urbanladder.com
8/1/2023,Furniture,Sofa Sets,3 seater,22529.95,Urbanladder.com
9/1/2023,Furniture,Sofa Sets,3 seater,22565.89,Urbanladder.com
10/1/2023,Furniture,Sofa Sets,3 seater,22841.05,Urbanladder.com
11/1/2023,Furniture,Sofa Sets,3 seater,22708.94,Urbanladder.com
12/1/2023,Furniture,Sofa Sets,3 seater,23107.87,Urbanladder.com
1/1/2024,Furniture,Sofa Sets,3 seater,23755.65,Urbanladder.com
2/1/2024,Furniture,Sofa Sets,3 seater,24215.84,Urbanladder.com
3/1/2024,Furniture,Sofa Sets,3 seater,24568.96,Urbanladder.com
4/1/2024,Furniture,Sofa Sets,3 seater,24888.32,Urbanladder.com
5/1/2024,Furniture,Sofa Sets,3 seater,25002.46,Urbanladder.com
6/1/2024,Furniture,Sofa Sets,3 seater,25000.19,Urbanladder.com
7/1/2024,Furniture,Sofa Sets,3 seater,24379.99,Urbanladder.com
8/1/2024,Furniture,Sofa Sets,3 seater,24022.75,Urbanladder.com
9/1/2024,Furniture,Sofa Sets,3 seater,24234.26,Urbanladder.com
10/1/2024,Furniture,Sofa Sets,3 seater,24234.75,Urbanladder.com
11/1/2024,Furniture,Sofa Sets,3 seater,24586.95,Urbanladder.com
12/1/2024,Furniture,Sofa Sets,3 seater,24896.91,Urbanladder.com
1/1/2025,Furniture,Sofa Sets,3 seater,25197.68,Urbanladder.com
2/1/2025,Furniture,Sofa Sets,3 seater,26188.66,Urbanladder.com
3/1/2025,Furniture,Sofa Sets,3 seater,26397.4,Urbanladder.com
4/1/2025,Furniture,Sofa Sets,3 seater,26702.56,Urbanladder.com
5/1/2025,Furniture,Sofa Sets,3 seater,27103.44,Urbanladder.com
6/1/2025,Furniture,Sofa Sets,3 seater,26668.17,Urbanladder.com
7/1/2025,Furniture,Sofa Sets,3 seater,26226.99,Urbanladder.com
8/1/2025,Furniture,Sofa Sets,3 seater,25880.49,Urbanladder.com
9/1/2025,Furniture,Sofa Sets,3 seater,26097.83,Urbanladder.com
10/1/2025,Furniture,Sofa Sets,3 seater,26461.14,Urbanladder.com
11/1/2025,Furniture,Sofa Sets,3 seater,26172.65,Urbanladder.com
12/1/2025,Furniture,Sofa Sets,3 seater,26806.63,Urbanladder.com
1/1/2026,Furniture,Sofa Sets,3 seater,27205.85,Urbanladder.com
2/1/2026,Furniture,Sofa Sets,3 seater,28363.92,Urbanladder.com
3/1/2026,Furniture,Sofa Sets,3 seater,28340.12,Urbanladder.com
4/1/2026,Furniture,Sofa Sets,3 seater,28279.4,Urbanladder.com
5/1/2026,Furniture,Sofa Sets,3 seater,28566.69,Urbanladder.com
6/1/2026,Furniture,Sofa Sets,3 seater,29070.69,Urbanladder.com
1/1/2022,Furniture,Sofa Sets,2 seater,20322.87,Urbanladder.com
2/1/2022,Furniture,Sofa Sets,2 seater,20205.74,Urbanladder.com
3/1/2022,Furniture,Sofa Sets,2 seater,20800.08,Urbanladder.com
4/1/2022,Furniture,Sofa Sets,2 seater,21182.78,Urbanladder.com
5/1/2022,Furniture,Sofa Sets,2 seater,21184.31,Urbanladder.com
6/1/2022,Furniture,Sofa Sets,2 seater,21088.34,Urbanladder.com
7/1/2022,Furniture,Sofa Sets,2 seater,21209.92,Urbanladder.com
8/1/2022,Furniture,Sofa Sets,2 seater,20934.84,Urbanladder.com
9/1/2022,Furniture,Sofa Sets,2 seater,20753.55,Urbanladder.com
10/1/2022,Furniture,Sofa Sets,2 seater,20683.47,Urbanladder.com
11/1/2022,Furniture,Sofa Sets,2 seater,21059.08,Urbanladder.com
12/1/2022,Furniture,Sofa Sets,2 seater,21472.14,Urbanladder.com
1/1/2023,Furniture,Sofa Sets,2 seater,21737.35,Urbanladder.com
2/1/2023,Furniture,Sofa Sets,2 seater,22025.27,Urbanladder.com
3/1/2023,Furniture,Sofa Sets,2 seater,22997.22,Urbanladder.com
4/1/2023,Furniture,Sofa Sets,2 seater,22991.89,Urbanladder.com
5/1/2023,Furniture,Sofa Sets,2 seater,23381.08,Urbanladder.com
6/1/2023,Furniture,Sofa Sets,2 seater,23139.07,Urbanladder.com
7/1/2023,Furniture,Sofa Sets,2 seater,23124.66,Urbanladder.com
8/1/2023,Furniture,Sofa Sets,2 seater,22739.34,Urbanladder.com
9/1/2023,Furniture,Sofa Sets,2 seater,22326.23,Urbanladder.com
10/1/2023,Furniture,Sofa Sets,2 seater,22921.65,Urbanladder.com
11/1/2023,Furniture,Sofa Sets,2 seater,22526.32,Urbanladder.com
12/1/2023,Furniture,Sofa Sets,2 seater,23199.85,Urbanladder.com
1/1/2024,Furniture,Sofa Sets,2 seater,23613.71,Urbanladder.com
2/1/2024,Furniture,Sofa Sets,2 seater,24205.75,Urbanladder.com
3/1/2024,Furniture,Sofa Sets,2 seater,24745.33,Urbanladder.com
4/1/2024,Furniture,Sofa Sets,2 seater,24961.62,Urbanladder.com
5/1/2024,Furniture,Sofa Sets,2 seater,25316.46,Urbanladder.com
6/1/2024,Furniture,Sofa Sets,2 seater,24674.98,Urbanladder.com
7/1/2024,Furniture,Sofa Sets,2 seater,24354.19,Urbanladder.com
8/1/2024,Furniture,Sofa Sets,2 seater,24501.78,Urbanladder.com
9/1/2024,Furniture,Sofa Sets,2 seater,24412.76,Urbanladder.com
10/1/2024,Furniture,Sofa Sets,2 seater,24211.48,Urbanladder.com
11/1/2024,Furniture,Sofa Sets,2 seater,24395.47,Urbanladder.com
12/1/2024,Furniture,Sofa Sets,2 seater,24752.87,Urbanladder.com
1/1/2025,Furniture,Sofa Sets,2 seater,25222.3,Urbanladder.com
2/1/2025,Furniture,Sofa Sets,2 seater,26449.59,Urbanladder.com
3/1/2025,Furniture,Sofa Sets,2 seater,26838.5,Urbanladder.com
4/1/2025,Furniture,Sofa Sets,2 seater,26711.64,Urbanladder.com
5/1/2025,Furniture,Sofa Sets,2 seater,26823.5,Urbanladder.com
6/1/2025,Furniture,Sofa Sets,2 seater,26898.85,Urbanladder.com
7/1/2025,Furniture,Sofa Sets,2 seater,26359.94,Urbanladder.com
8/1/2025,Furniture,Sofa Sets,2 seater,26141.43,Urbanladder.com
9/1/2025,Furniture,Sofa Sets,2 seater,26220.03,Urbanladder.com
10/1/2025,Furniture,Sofa Sets,2 seater,26292.06,Urbanladder.com
11/1/2025,Furniture,Sofa Sets,2 seater,26382.88,Urbanladder.com
12/1/2025,Furniture,Sofa Sets,2 seater,27203.01,Urbanladder.com
1/1/2026,Furniture,Sofa Sets,2 seater,26803.48,Urbanladder.com
2/1/2026,Furniture,Sofa Sets,2 seater,28521.33,Urbanladder.com
3/1/2026,Furniture,Sofa Sets,2 seater,28156.21,Urbanladder.com
4/1/2026,Furniture,Sofa Sets,2 seater,28647.44,Urbanladder.com
5/1/2026,Furniture,Sofa Sets,2 seater,28913.38,Urbanladder.com
6/1/2026,Furniture,Sofa Sets,2 seater,28136.23,Urbanladder.com
1/1/2022,Furniture,Sofa Sets,3 seater,31746.02,Urbanladder.com
2/1/2022,Furniture,Sofa Sets,3 seater,33347.2,Urbanladder.com
3/1/2022,Furniture,Sofa Sets,3 seater,33929.22,Urbanladder.com
4/1/2022,Furniture,Sofa Sets,3 seater,33879.41,Urbanladder.com
5/1/2022,Furniture,Sofa Sets,3 seater,34568.73,Urbanladder.com
6/1/2022,Furniture,Sofa Sets,3 seater,33590.16,Urbanladder.com
7/1/2022,Furniture,Sofa Sets,3 seater,33553.63,Urbanladder.com
8/1/2022,Furniture,Sofa Sets,3 seater,34302.53,Urbanladder.com
9/1/2022,Furniture,Sofa Sets,3 seater,33302.13,Urbanladder.com
10/1/2022,Furniture,Sofa Sets,3 seater,33146.41,Urbanladder.com
11/1/2022,Furniture,Sofa Sets,3 seater,33144.55,Urbanladder.com
12/1/2022,Furniture,Sofa Sets,3 seater,34523.03,Urbanladder.com
1/1/2023,Furniture,Sofa Sets,3 seater,35024.64,Urbanladder.com
2/1/2023,Furniture,Sofa Sets,3 seater,35715.02,Urbanladder.com
3/1/2023,Furniture,Sofa Sets,3 seater,36452.23,Urbanladder.com
4/1/2023,Furniture,Sofa Sets,3 seater,36542.72,Urbanladder.com
5/1/2023,Furniture,Sofa Sets,3 seater,36798.94,Urbanladder.com
6/1/2023,Furniture,Sofa Sets,3 seater,36881.8,Urbanladder.com
7/1/2023,Furniture,Sofa Sets,3 seater,37044.55,Urbanladder.com
8/1/2023,Furniture,Sofa Sets,3 seater,36209.34,Urbanladder.com
9/1/2023,Furniture,Sofa Sets,3 seater,36267.1,Urbanladder.com
10/1/2023,Furniture,Sofa Sets,3 seater,36709.33,Urbanladder.com
11/1/2023,Furniture,Sofa Sets,3 seater,36497.01,Urbanladder.com
12/1/2023,Furniture,Sofa Sets,3 seater,37138.15,Urbanladder.com
1/1/2024,Furniture,Sofa Sets,3 seater,38179.24,Urbanladder.com
2/1/2024,Furniture,Sofa Sets,3 seater,38918.84,Urbanladder.com
3/1/2024,Furniture,Sofa Sets,3 seater,39486.36,Urbanladder.com
4/1/2024,Furniture,Sofa Sets,3 seater,39999.63,Urbanladder.com
5/1/2024,Furniture,Sofa Sets,3 seater,40183.06,Urbanladder.com
6/1/2024,Furniture,Sofa Sets,3 seater,40179.42,Urbanladder.com
7/1/2024,Furniture,Sofa Sets,3 seater,39182.66,Urbanladder.com
8/1/2024,Furniture,Sofa Sets,3 seater,38608.52,Urbanladder.com
